GSTP1,0,,0,0,,0,0,0,0,,1,1,1,0,0,0,0,0,0,0
BC041448,1,,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1
DCUN1D5,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
SLC9A3R1,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
AJ606316,1,,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1
LILRA6,1,,1,1,,1,1,1,1,,1,1,1,1,1,1,1,0,1,1
CHMP7,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
MIR637,1,,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1
REM2,1,,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1
DNHD1,1,,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1
FKBP4,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
MIR122,1,,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1
ZNF350,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
BC042033,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
immunoglobulin epsilon chain constant...,1,,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1
BC036435,0,,0,0,,0,0,0,1,,0,0,0,0,0,1,0,0,0,0
BST1,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
KISS1R,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
NCR2,1,,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,0,1
DEFB125,1,,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1
UBE2W,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
C10orf99,1,,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1
KRT15,1,,0,1,,1,1,1,1,,1,1,1,1,1,0,0,1,0,0
SNORA78,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
SCN11A,1,,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1
GFI1,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
OSGEP,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
SMC6,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
LPIN3,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
RPL4,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
RBPMS,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
PRPF3,1,,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1
EMR1,1,,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1
SPATA19,1,,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1
IRX3,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
XCR1,1,,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1
BC019904,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
ELFN1,1,,1,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1
